Column1,Column2,Column3,Column4,Column5
carrot oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/carrot-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Skin-Replenishing', 'Emollients']",Best,Emollient plant oil similar to other nonfragrant plant oils.
Carthamus tinctorius oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/carthamus-tinctorius-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Best,
carvone,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/carvone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Fragrance: Synthetic and Fragrant Plant Extracts'],Poor,Essential oil used as a flavoring agent and fragrance component in cosmetics. It can aggravate skin.
Carya illinoensis oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/carya-illinoensis-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Good,
casein,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/casein.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good,"Substance derived from milk protein that may have some antioxidant properties when applied topically, although the research for this is limited.
References for this information:
International Journal of Food Science and Nutrition, July 1999, issue 4, pages 291–296"
Cassia angustifolia seed polysaccharide,https://www.paulaschoice.com/ingredient-dictionary/emollients/cassia-angustifolia-seed-polysaccharide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Plant Extracts']",Best,"The polysaccharide portion derived from the seed of the Cassia angustifolium plant, a small, flowering shrub. The seed of this plant and its fractions serve as emollients when applied to skin. As with all plants, Cassia angustifolium is also a source of antioxidants. In this case, it’s a good source of the flavonoid compounds quercimeritrin, scutellarein, and rutin, all of which help defend skin’s surface against damage from airborne pollutants and other sources of environmental stress. References for this information:  BMS Complementary and Alternative Medicine, November 2016, ePublication Acta Biochimica Polonica, June 2012, ePublication"
Castanea sativa seed extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/castanea-sativa-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Good,
castor isostearate succinate,https://www.paulaschoice.com/ingredient-dictionary/emollients/castor-isostearate-succinate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good,"Castor isostearate succinate is a mix of esters formed by the reaction of castor seed oil, isostearic acid, and succinic acid. This ingredient functions as a skin conditioning agent and is primarily used as an emollient or lubricant in hair- or lip-care products. References for this information:  International Journal of Toxicology, August 2014 Surfactants in Personal Care Products and Decorative Cosmetics, 3rd Edition, CRC Press, Taylor & Francis Group, LLC 2007, page 374"
castor oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/castor-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Good,"Vegetable oil derived from the castor bean whose main fatty acis is ricinoleic acid. It is used in cosmetics as an emollient, though its unique property is that when dry it forms a solid film that can have water-binding properties. 
Castor oil can also enhance the absorption of other cosmetic ingredients. It is rarely associated with skin sensitivity, but can have a slightly sticky feel on skin.
Castor oil may also show up on an ingredient label by its Latin name, Ricinus communis.
Despite what you may have heard or read online, there is no substantiated research to prove that castor oil can stimulate hair growth. 
Reference for this information:
Green and Sustainable Chemistry, November 2015, pages 154-163
International Journal of Toxicology, 2007, pages 31-77"
catalase,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/catalase.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Best,"Enzyme that decomposes hydrogen peroxide into water and oxygen and that has significant antioxidant properties.
References for this informatin:
Journal of Investigative Dermatology, April 2002, issue 4, pages 618–625"
Caulerpa taxifolia extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/caulerpa-taxifolia-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Texture Enhancer', 'Emollients', 'Plant Extracts']",Good,
cedarwood,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cedarwood.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,Fragrant plant extract. There is evidence that cedarwood oil can aggravate skin.
Cedrus atlantica bark extract,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/cedrus-atlantica-bark-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Fragrance: Synthetic and Fragrant Plant Extracts'],Poor,Fragrant oil that can aggravate skin.
cellulose,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cellulose.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Texture Enhancer']",Good,Primary fiber component of plants. Used in cosmetics as a thickening agent and to bind other ingredients together.
Cellulose gum,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cellulose-gum.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Texture Enhancer']",Good,"Cellulose gum is a natural, plant-derived ingredient that is most often used as a thickener but also used as a film-forming agent. This ingredient has been deemed safe as used in cosmetics by the Cosmetic Ingredient Review panel. References for this information: Journal of Materials Science, Materials Medicine, May 2020, ePublication Cosmetic Ingredient Review, March 2009"
Centaurea cyanus,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/centaurea-cyanus.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best,
Centella asiatica,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/centella-asiatica.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants']",Best,"Centella asiatica is an antioxidant-rich extract that may be listed on labels as asiatic acid, hydrocotyl, or gotu kola. It is a source of amino acids and has soothing properties. Concentrations of 5% show notable improvement in skin’s moisture content.Reference for this information:Indian Journal of Pharmaceutical Sciences, Jan-Feb 2016, pages 27-33"
cephalin,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/cephalin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Best,Phospholipid.
Cera alba,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/cera-alba.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,
cera microcristallina,https://www.paulaschoice.com/ingredient-dictionary/emollients/cera-microcristallina.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good,"Cera microcristallina is used as a thickener and to give products a semi-solid to solid smooth texture. Used most abundantly in lip care products.  References for this information: Journal of The European Academy of Dermatology and Venereology, October 2019, ePublication  Bundesinstitut für Risikobewertung, February 2018, ePublication  International Journal of Cosmetic Science, 2011, pages 263-268"
ceramide AP,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/ceramide-ap.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Best,
ceramide EOP,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/ceramide-eop.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Best,
ceramide EOS,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/ceramide-eos.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Best,
ceramide NG,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/ceramide-ng.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Best,
ceramide NP,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/ceramide-np.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Best,"One of several types of ceramides, which are naturally occurring, long chains of lipids (fats) that are major components of skin’s outer layers. Research shows moisturizers containing ceramide NP can improve the look and feel of dry skin.
References for this information:
Skin Pharmacology and Physiology, 2016, pages 135-147
Contact Dermatitis, June 2002, pages 331-338"
ceramide NS,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/ceramide-ns.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Best,
ceramides,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/ceramides.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Restoring', 'Skin-Replenishing']",Best,"Naturally occurring, long chains of lipids (fats) that are major components of skin’s outer layers. Skin inhibits water movement and controls loss via its structure, which has a unique composition of 50% ceramides, 25% cholesterol, and 15% free fatty acids. Ceramides are necessary for their water-retention capacity and adding them to a skincare product helps provide replenishing and restoring benefits. Nine different ceramides have been identified in skin, some of which are used in skincare products. On a skincare product ingredient label, you’ll see those listed as ceramide AP, ceramide EOP, ceramide NG, ceramide NP, ceramide NS, phytosphingosine, and sphingosine.  The ceramides used in skincare products typically are derived from plants (wheat germ is a common source) or are synthetic; there’s no research showing that either form is preferred over the other. Ceramides work best for skin when they’re combined with other replenishing ingredients like fatty acids and cholesterol. These lipid mixtures work in multiple ways to improve skin’s texture, suppleness, and help calm signs of sensitivity.  References for this information: Biochimica et Biophysica Acta, October 2014, pages 2473-2483 Journal of the American Academy of Dermatology, July 2014, pages 177-184 Journal of Lipid Research, September 2007, pages 1936-1943 American Journal of Clinical Dermatology, Volume 4, 2003, pages 107-129 Journal of Investigative Dermatology, November 2001, pages 1126-1136 Skin Pharmocology and Applied Skin Physiology, September-October 2001, pages 261-271"
